	ID	affect_dimension	intensity_scores	intensity_descriptions	tweets
487	2017-En-31369	valence	2	 moderately positive emotional state can be inferred	xxupp_str Reflection: the grind has been so xxupp_all REAL! xxupp_str Working  number  jobs &amp; being in school.  hashtag  ksu dsm  hashtag  ksu  hashtag  recruiter  hashtag  instructor  hashtag  tumble  hashtag  cheer  hashtag  grad school
488	2017-En-10259	valence	-2	 moderately negative emotional state can be inferred	user_mention user_mention specific &amp; intentional way. xxupp_str And part of that intention is to provoke conversation around systemic racism towards blacks.
489	2017-En-40592	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str And with rich xxupp_str Fumes his sullen sences cheer'd.
490	2017-En-20592	valence	-3	 very negative emotional state can be inferred	user_mention _n_Ropes xxupp_str Can't believe how rude your cashier was today when xxupp_all I was returning an item! xxupp_str Your customer service is slacking.
491	2017-En-10442	valence	-2	 moderately negative emotional state can be inferred	@a_mxe7 hah don't speak to me or my cousin like that, mind a had the displeasure of seeing u bare faced on eh train, no a pretty sight mate
492	2017-En-10431	valence	-1	 slightly negative emotional state can be inferred	user_mention can be as indignant as he wants but the world knows xxupp_str Obama will do nothing and xxupp_str Putin will just do what he wants  hashtag  aleppo  hashtag  syria
493	2017-En-31246	valence	1	 slightly positive emotional state can be inferred	user_mention user_mention all xxupp_str I've seen is that clip of the jail scene with the sexuality part which was hilarious
494	2017-En-41388	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Clean the  hashtag  sink and make your  hashtag  bathroom shine.
495	2017-En-30981	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Take my kindness for weakness when you acting silly keeping it  number  ain't your forté  hashtag  breezy  hashtag  chris brown  hashtag  team breezy
496	2017-En-10839	valence	3	 very positive emotional state can be inferred	xxupp_str Grateful for all the hungry people in my life! xxupp_str Hungry to learn, change, grow, help, etc - not sure anybody has it better!  hashtag  relentless
497	2017-En-11529	valence	-2	 moderately negative emotional state can be inferred	xxupp_str Now that the n word is normalized by the media? xxupp_str Just wow. xxupp_str No words for this . xxupp_str No. xxupp_str Words. xxupp_str For . xxupp_str This. xxupp_str Frog been boiling in the pot via media.
498	2017-En-31437	valence	0	 neutral or mixed emotional state can be inferred	user_mention xxupp_str Great to hear. xxupp_str If there's one thing that makes you feel more like yourself, it;s some hearty chicken noodle soup, right?
499	2017-En-30004	valence	3	 very positive emotional state can be inferred	xxupp_all I feel so blessed to work with the family that xxupp_all I nanny for ❤️ nothing but love &amp; appreciation, makes me smile.
500	2017-En-30477	valence	0	 neutral or mixed emotional state can be inferred	user_mention easy, breezy, beautiful rasta mon
501	2017-En-31508	valence	3	 very positive emotional state can be inferred	xxupp_str Pre-game nerves have settled in 😱 i'l be  hashtag  cheering from home guys 🔴⚪️🙌🏻🏉  hashtag  afl cats swans  hashtag  proudly sydney  hashtag  go swans user_mention user_mention
502	2017-En-41402	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Never let the sadness of your past ruin your future
503	2017-En-30604	valence	0	 neutral or mixed emotional state can be inferred	don't put famous dex in a tweet with breezy lol chris is that guy dex a bitch lmao n music ass
504	2017-En-30948	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Love this! xxupp_str Laughing while crying works too!  hashtag  katherine mansfield  hashtag  failure  hashtag  dealing with failure
505	2017-En-31052	valence	2	 moderately positive emotional state can be inferred	xxupp_str Every time xxupp_all I hear user_mention 's organ kick in on the new user_mention , xxupp_all I break into the goofiest smile.
506	2017-En-21557	valence	-2	 moderately negative emotional state can be inferred	xxupp_str Have the producers of user_mention ever been outside of their country? xxupp_str These are universal problems.  hashtag  worldwide  hashtag  anxiety
507	2017-En-20037	valence	0	 neutral or mixed emotional state can be inferred	user_mention 'Operation xxupp_str Echoes' is gathering momentum ...  hashtag  tense  hashtag  nervous  hashtag  feel sick  hashtag  excited
508	2017-En-40248	valence	-3	 very negative emotional state can be inferred	if you're unhappy with someone just fucking tell them you're unhappy and leave. xxupp_str Don't go fuckin around with other people on the side
509	2017-En-20933	valence	-2	 moderately negative emotional state can be inferred	user_mention user_mention all the best xxupp_str Moto xxupp_all GP is loosing a very talented rider
510	2017-En-30521	valence	0	 neutral or mixed emotional state can be inferred	user_mention can you at least just walk past her and break out into laughter
511	2017-En-30703	valence	0	 neutral or mixed emotional state can be inferred	user_mention all the optimism...
512	2017-En-30832	valence	-2	 moderately negative emotional state can be inferred	xxupp_str This tweet is dedicated to my back pain, which xxupp_all I do not understand because xxupp_all I am youthful and spry. xxupp_str Full of life. xxupp_str Vivacious.
513	2017-En-20857	valence	-1	 slightly negative emotional state can be inferred	user_mention im love you, even if you bully me sadly
514	2017-En-30893	valence	3	 very positive emotional state can be inferred	xxupp_str Tutoring gives me such an exhilarating feeling. xxupp_all I love helping people 😌
515	2017-En-30570	valence	-1	 slightly negative emotional state can be inferred	every time a new xxupp_str Anthony xxupp_str Weiner revelation breaks, xxupp_str Bill xxupp_str Clinton says a prayer of thanks that texting/DMing didn't exist in his heyday.
516	2017-En-22180	valence	-2	 moderately negative emotional state can be inferred	xxupp_str Rooneys fucking untouchable isn't he? xxupp_str Been fucking dreadful again, depay has looked decent(ish)tonight
517	2017-En-40039	valence	-3	 very negative emotional state can be inferred	user_mention xxupp_str Jesus, you just made think that of all the xxupp_str Vols v fl games xxupp_str I've seen. xxupp_str I've never seen a win.  hashtag  depression
518	2017-En-41287	valence	-2	 moderately negative emotional state can be inferred	user_mention sadly. xxupp_str It's just.. xxupp_str Did the dude have to yell out the frogs name at the xxupp_str Clinton rally that one day. xxupp_str It changed everything
519	2017-En-31404	valence	0	 neutral or mixed emotional state can be inferred	user_mention hey breezy, you wanna give me some of that coffee you posted on your snap?? please
520	2017-En-31178	valence	0	 neutral or mixed emotional state can be inferred	xxupp_str Best quote from a  number  in xxupp_str German - xxupp_str Almost
521	2017-En-30207	valence	1	 slightly positive emotional state can be inferred	user_mention _Offerman xxupp_str I'll be there!! xxupp_str Can't wait for all the  hashtag  mirth
522	2017-En-20866	valence	1	 slightly positive emotional state can be inferred	xxupp_str The most important characteristic of leadership is the lack of  hashtag  fear  hashtag  activism  hashtag  equity  hashtag  revolution
523	2017-En-30915	valence	1	 slightly positive emotional state can be inferred	 hashtag  twd comes on soon
524	2017-En-30221	valence	3	 very positive emotional state can be inferred	 number  minutes of yoga to your breakfast routine will change your day  hashtag  preparation  hashtag  sunrise yoga  hashtag  body awareness  hashtag  health  hashtag  yoga  hashtag  smile  hashtag  stretch
525	2017-En-40522	valence	0	 neutral or mixed emotional state can be inferred	user_mention vas a ir al de the amaity affliction?
526	2017-En-31403	valence	0	 neutral or mixed emotional state can be inferred	it's not the most comforting &amp; jubilant place to be, but xxupp_all I do find joy in doing what's best for me and being passionate abt company xxupp_all I keep.
527	2017-En-31078	valence	3	 very positive emotional state can be inferred	xxupp_str Did u laugh today? xxupp_str Laugh hard? xxupp_all I hope so..we xxupp_all NEED laughter now.  hashtag  smile  hashtag  love
528	2017-En-30384	valence	1	 slightly positive emotional state can be inferred	xxupp_str Watch this amazing live.ly broadcast by user_mention _bridges  hashtag  lively  hashtag  musically
529	2017-En-11269	valence	0	 neutral or mixed emotional state can be inferred	user_mention user_mention still bitter about last night lads 😂
530	2017-En-10749	valence	-2	 moderately negative emotional state can be inferred	xxupp_str I'm just doing what u should b doing just minding my business and grinding relentless xxupp_all user_mention
531	2017-En-30717	valence	0	 neutral or mixed emotional state can be inferred	user_mention xxupp_str Any possibly xxupp_all KG is being bought out as a player so that he can buy in from xxupp_str Glen as a minority owner?
532	2017-En-40127	valence	-3	 very negative emotional state can be inferred	xxupp_str Smokeys dad is sad :/
533	2017-En-41231	valence	1	 slightly positive emotional state can be inferred	xxupp_str Rockin to xxupp_str Bob xxupp_str Dylan singin' xxupp_str Bob xxupp_str Dylan's 115th xxupp_str Dream on xxupp_all LPCO xxupp_str Klassic xxupp_str Rock  hashtag  classic rock  hashtag  klassic rock  hashtag  rocknroll  hashtag  blues  hashtag  online radio
534	2017-En-31077	valence	2	 moderately positive emotional state can be inferred	xxupp_str Did u laugh today? xxupp_str Laugh hard? xxupp_all I hope so..we xxupp_all NEED laughter now.  hashtag  love
535	2017-En-10580	valence	-1	 slightly negative emotional state can be inferred	user_mention user_mention user_mention pretty average, klitschko fury did about 600k and xxupp_str Joshua white did about 450k
536	2017-En-41083	valence	0	 neutral or mixed emotional state can be inferred	xxupp_all I know few will mourn the loss of xxupp_str Stitch's xxupp_str Great xxupp_str Escape, but...see, xxupp_all THIS is the kind of cost-cutting at parks xxupp_all I really don't care for.
537	2017-En-11670	valence	-2	 moderately negative emotional state can be inferred	user_mention huff i know your pro-hillary and so is xxupp_all CNN and xxupp_all MSNBC, but they made no mention of this, this statement would be gold for em
538	2017-En-31050	valence	1	 slightly positive emotional state can be inferred	xxupp_str Learning is key while converting your leaning to someone else is door, so when you do both you will open the door of success.\n\n  hashtag  x33
539	2017-En-30654	valence	-2	 moderately negative emotional state can be inferred	i bet dat dog eating name brand cheerios. cant relate. i eat cheery xxupp_str O's
